table_name,conname,pg_get_constraintdef
quote_tools,quote_tools_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
quote_tools,quote_tools_pkey,PRIMARY KEY (id)
quote_tool_tiers,quote_tool_tiers_pkey,PRIMARY KEY (id)
quote_tool_tiers,quote_tool_tiers_tool_id_fkey,FOREIGN KEY (tool_id) REFERENCES quote_tools(id) ON DELETE CASCADE
quote_tool_access,quote_tool_access_tool_id_fkey,FOREIGN KEY (tool_id) REFERENCES quote_tools(id) ON DELETE CASCADE
quote_tool_access,quote_tool_access_pkey,PRIMARY KEY (id)
quote_tool_usage,quote_tool_usage_quote_id_fkey,FOREIGN KEY (quote_id) REFERENCES quotes(id) ON DELETE CASCADE
quote_tool_usage,quote_tool_usage_tier_id_fkey,FOREIGN KEY (tier_id) REFERENCES quote_tool_tiers(id) ON DELETE SET NULL
quote_tool_usage,quote_tool_usage_created_by_fkey,FOREIGN KEY (created_by) REFERENCES users(id)
quote_tool_usage,quote_tool_usage_pkey,PRIMARY KEY (id)
quote_tool_usage,quote_tool_usage_tool_id_fkey,FOREIGN KEY (tool_id) REFERENCES quote_tools(id) ON DELETE SET NULL
tool_preferences,tool_preferences_pkey,PRIMARY KEY (id)
tool_preferences,tool_preferences_user_id_tool_key_key,"UNIQUE (user_id, tool_key)"
tool_preferences,tool_preferences_user_id_fkey,FOREIGN KEY (user_id) REFERENCES users(id) ON DELETE CASCADE
inventory_items,inventory_items_abc_classification_check,"CHECK ((abc_classification = ANY (ARRAY['A'::text, 'B'::text, 'C'::text])))"
inventory_items,inventory_items_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
inventory_items,inventory_items_pkey,PRIMARY KEY (id)
inventory_locations,inventory_locations_pkey,PRIMARY KEY (id)
inventory_locations,inventory_locations_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
inventory_stock,inventory_stock_item_id_fkey,FOREIGN KEY (item_id) REFERENCES inventory_items(id) ON DELETE CASCADE
inventory_stock,inventory_stock_pkey,PRIMARY KEY (id)
inventory_stock,inventory_stock_location_id_fkey,FOREIGN KEY (location_id) REFERENCES inventory_locations(id) ON DELETE CASCADE
inventory_stock,inventory_stock_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
inventory_stock,unique_item_location_company,"UNIQUE (item_id, location_id, company_id)"
inventory_stock,inventory_stock_item_id_location_id_key,"UNIQUE (item_id, location_id)"
inventory_movements,inventory_movements_work_order_id_fkey,FOREIGN KEY (work_order_id) REFERENCES work_orders(work_order_id) ON DELETE CASCADE
inventory_movements,inventory_movements_location_id_fkey,FOREIGN KEY (location_id) REFERENCES inventory_locations(id)
inventory_movements,inventory_movements_item_id_fkey,FOREIGN KEY (item_id) REFERENCES inventory_items(id) ON DELETE CASCADE
inventory_movements,inventory_movements_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
inventory_movements,inventory_movements_movement_type_check,"CHECK ((movement_type = ANY (ARRAY['PURCHASE'::text, 'USAGE'::text, 'TRANSFER'::text, 'ADJUSTMENT'::text, 'RETURN'::text])))"
inventory_movements,inventory_movements_related_work_order_id_fkey,FOREIGN KEY (related_work_order_id) REFERENCES work_orders(work_order_id) ON DELETE CASCADE
inventory_movements,inventory_movements_pkey,PRIMARY KEY (id)
notifications,notifications_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
notifications,notifications_user_id_fkey,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE SET NULL
notifications,notifications_pkey,PRIMARY KEY (id)
notifications,notifications_severity_check,"CHECK ((severity = ANY (ARRAY['INFO'::text, 'WARNING'::text, 'CRITICAL'::text])))"
user_dashboard_settings,user_dashboard_settings_pkey,PRIMARY KEY (id)
user_dashboard_settings,user_dashboard_settings_user_id_fkey,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE
user_dashboard_settings,user_dashboard_settings_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
purchase_orders,purchase_orders_approved_by_fkey,FOREIGN KEY (approved_by) REFERENCES users(id)
purchase_orders,purchase_orders_rejected_by_fkey,FOREIGN KEY (rejected_by) REFERENCES users(id)
purchase_orders,purchase_orders_related_work_order_id_fkey,FOREIGN KEY (related_work_order_id) REFERENCES work_orders(work_order_id) ON DELETE CASCADE
purchase_orders,purchase_orders_status_check,"CHECK ((status = ANY (ARRAY['DRAFT'::text, 'SENT'::text, 'APPROVED'::text, 'PARTIAL'::text, 'RECEIVED'::text, 'CLOSED'::text, 'CANCELLED'::text])))"
purchase_orders,purchase_orders_pkey,PRIMARY KEY (id)
purchase_orders,purchase_orders_company_id_po_number_key,"UNIQUE (company_id, po_number)"
purchase_orders,purchase_orders_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
purchase_orders,fk_po_vendor,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE SET NULL
purchase_orders,purchase_orders_location_type_check,"CHECK ((location_type = ANY (ARRAY['warehouse'::text, 'office'::text, 'jobsite'::text, 'custom'::text])))"
purchase_orders,purchase_orders_approval_status_check,"CHECK ((approval_status = ANY (ARRAY['pending'::text, 'approved'::text, 'rejected'::text])))"
purchase_orders,purchase_orders_created_by_fkey,FOREIGN KEY (created_by) REFERENCES users(id) ON DELETE SET NULL
purchase_orders,purchase_orders_vendor_id_fkey,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE SET NULL
po_items,po_items_pkey,PRIMARY KEY (id)
po_items,po_items_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
po_items,po_items_inventory_item_id_fkey,FOREIGN KEY (inventory_item_id) REFERENCES inventory_items(id) ON DELETE SET NULL
po_items,fk_po_items_po,FOREIGN KEY (purchase_order_id) REFERENCES purchase_orders(id) ON DELETE CASCADE
po_items,po_items_purchase_order_id_fkey,FOREIGN KEY (purchase_order_id) REFERENCES purchase_orders(id) ON DELETE CASCADE
po_status_history,po_status_history_pkey,PRIMARY KEY (id)
po_status_history,po_status_history_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
po_status_history,po_status_history_purchase_order_id_fkey,FOREIGN KEY (purchase_order_id) REFERENCES purchase_orders(id) ON DELETE CASCADE
po_status_history,po_status_history_changed_by_fkey,FOREIGN KEY (changed_by) REFERENCES users(id) ON DELETE SET NULL
vendors,vendors_pkey,PRIMARY KEY (id)
vendors,vendors_type_check,"CHECK ((vendor_type = ANY (ARRAY['SUPPLIER'::text, 'CONTRACTOR'::text, 'SERVICE_PROVIDER'::text, 'MANUFACTURER'::text, 'DISTRIBUTOR'::text])))"
vendors,vendors_payment_terms_check,"CHECK ((payment_terms = ANY (ARRAY['NET_15'::text, 'NET_30'::text, 'NET_45'::text, 'NET_60'::text, 'COD'::text, 'PREPAID'::text, '2_10_NET_30'::text])))"
vendors,vendors_status_check,"CHECK ((status = ANY (ARRAY['ACTIVE'::text, 'INACTIVE'::text, 'SUSPENDED'::text, 'CREDIT_HOLD'::text, 'DO_NOT_ORDER'::text])))"
vendors,vendors_created_by_fkey,FOREIGN KEY (created_by) REFERENCES users(id)
vendors,vendors_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
vendors_status_history,vendors_status_history_pkey,PRIMARY KEY (id)
vendors_status_history,vendors_status_history_changed_by_fkey,FOREIGN KEY (changed_by) REFERENCES users(id)
vendors_status_history,vendors_status_history_vendor_id_fkey,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE CASCADE
vendor_contacts,vendor_contacts_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
vendor_contacts,vendor_contacts_pkey,PRIMARY KEY (id)
vendor_contacts,vendor_contacts_vendor_id_fkey,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE CASCADE
vendor_categories,vendor_categories_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
vendor_categories,vendor_categories_pkey,PRIMARY KEY (id)
vendor_categories,vendor_categories_company_id_name_key,"UNIQUE (company_id, name)"
vendor_category_assignments,vendor_category_assignments_pkey,PRIMARY KEY (id)
vendor_category_assignments,vendor_category_assignments_category_id_fkey,FOREIGN KEY (category_id) REFERENCES vendor_categories(id) ON DELETE CASCADE
vendor_category_assignments,vendor_category_assignments_vendor_id_category_id_key,"UNIQUE (vendor_id, category_id)"
vendor_category_assignments,vendor_category_assignments_vendor_id_fkey,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE CASCADE
po_approval_rules,po_approval_rules_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
po_approval_rules,po_approval_rules_vendor_category_id_fkey,FOREIGN KEY (vendor_category_id) REFERENCES vendor_categories(id)
po_approval_rules,po_approval_rules_pkey,PRIMARY KEY (id)
po_approval_rules,po_approval_rules_approver_user_id_fkey,FOREIGN KEY (approver_user_id) REFERENCES users(id)
po_approvals,po_approvals_pkey,PRIMARY KEY (id)
po_approvals,po_approvals_approver_user_id_fkey,FOREIGN KEY (approver_user_id) REFERENCES users(id)
po_approvals,po_approvals_status_check,"CHECK ((status = ANY (ARRAY['PENDING'::text, 'APPROVED'::text, 'REJECTED'::text])))"
po_approvals,po_approvals_rule_id_fkey,FOREIGN KEY (rule_id) REFERENCES po_approval_rules(id)
po_approvals,po_approvals_purchase_order_id_fkey,FOREIGN KEY (purchase_order_id) REFERENCES purchase_orders(id) ON DELETE CASCADE
po_approvals,po_approvals_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
vendor_items,vendor_items_vendor_id_supplier_part_number_key,"UNIQUE (vendor_id, supplier_part_number)"
vendor_items,vendor_items_vendor_id_fkey,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE CASCADE
vendor_items,vendor_items_inventory_item_id_fkey,FOREIGN KEY (inventory_item_id) REFERENCES inventory_items(id) ON DELETE SET NULL
vendor_items,vendor_items_pkey,PRIMARY KEY (id)
vendor_items,vendor_items_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
po_approval_workflows,po_approval_workflows_pkey,PRIMARY KEY (id)
po_approval_workflows,po_approval_workflows_approval_level_check,"CHECK ((approval_level = ANY (ARRAY['auto'::text, 'manager'::text, 'owner'::text])))"
po_approval_workflows,po_approval_workflows_status_check,"CHECK ((status = ANY (ARRAY['pending'::text, 'completed'::text, 'rejected'::text])))"
po_approval_workflows,po_approval_workflows_purchase_order_id_key,UNIQUE (purchase_order_id)
po_approval_workflows,po_approval_workflows_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
po_approval_workflows,po_approval_workflows_purchase_order_id_fkey,FOREIGN KEY (purchase_order_id) REFERENCES purchase_orders(id) ON DELETE CASCADE
po_approval_workflows,po_approval_workflows_created_by_fkey,FOREIGN KEY (created_by) REFERENCES users(id)
po_approval_actions,po_approval_actions_pkey,PRIMARY KEY (id)
po_approval_actions,po_approval_actions_action_check,"CHECK ((action = ANY (ARRAY['approved'::text, 'rejected'::text])))"
po_approval_actions,po_approval_actions_approver_id_fkey,FOREIGN KEY (approver_id) REFERENCES users(id)
po_approval_actions,po_approval_actions_workflow_id_fkey,FOREIGN KEY (workflow_id) REFERENCES po_approval_workflows(id) ON DELETE CASCADE
vendor_pricing_history,vendor_pricing_history_pkey,PRIMARY KEY (id)
vendor_pricing_history,vendor_pricing_history_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
vendor_pricing_history,vendor_pricing_history_vendor_id_fkey,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE CASCADE
vendor_pricing_history,vendor_pricing_history_inventory_item_id_fkey,FOREIGN KEY (inventory_item_id) REFERENCES inventory_items(id) ON DELETE CASCADE
vendor_pricing_history,vendor_pricing_history_purchase_order_id_fkey,FOREIGN KEY (purchase_order_id) REFERENCES purchase_orders(id)
company_approval_settings,company_approval_settings_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
company_approval_settings,company_approval_settings_pkey,PRIMARY KEY (id)
company_approval_settings,company_approval_settings_company_id_key,UNIQUE (company_id)
customer_portal_accounts,customer_portal_accounts_customer_id_fkey,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE
customer_portal_accounts,customer_portal_accounts_customer_id_email_key,"UNIQUE (customer_id, email)"
customer_portal_accounts,customer_portal_accounts_pkey,PRIMARY KEY (id)
esignatures,esignatures_customer_id_fkey,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE
esignatures,esignatures_quote_id_fkey,FOREIGN KEY (quote_id) REFERENCES quotes(id) ON DELETE CASCADE
esignatures,esignatures_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
esignatures,esignatures_pkey,PRIMARY KEY (id)
esignatures,esignatures_invoice_id_fkey,FOREIGN KEY (invoice_id) REFERENCES invoices(id) ON DELETE CASCADE
service_requests,service_requests_status_check,"CHECK ((status = ANY (ARRAY['open'::text, 'claimed'::text, 'scheduled'::text, 'closed'::text, 'cancelled'::text])))"
service_requests,service_requests_pkey,PRIMARY KEY (id)
service_requests,service_requests_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE SET NULL
service_requests,service_requests_customer_id_fkey,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE CASCADE
service_requests,service_requests_urgency_check,"CHECK ((urgency = ANY (ARRAY['low'::text, 'normal'::text, 'high'::text, 'emergency'::text])))"
service_request_responses,service_request_responses_pkey,PRIMARY KEY (id)
service_request_responses,service_request_responses_service_request_id_fkey,FOREIGN KEY (service_request_id) REFERENCES service_requests(id) ON DELETE CASCADE
service_request_responses,service_request_responses_contractor_company_id_fkey,FOREIGN KEY (contractor_company_id) REFERENCES companies(id) ON DELETE CASCADE
service_request_responses,service_request_responses_user_id_fkey,FOREIGN KEY (user_id) REFERENCES users(id) ON DELETE SET NULL
service_request_responses,service_request_responses_status_check,"CHECK ((status = ANY (ARRAY['pending'::text, 'accepted'::text, 'declined'::text])))"
subcontractors,subcontractors_email_key,UNIQUE (email)
subcontractors,subcontractors_status_check,"CHECK ((status = ANY (ARRAY['ACTIVE'::text, 'INACTIVE'::text])))"
subcontractors,subcontractors_pkey,PRIMARY KEY (id)
subcontractors,subcontractors_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
subcontractor_work_orders,subcontractor_work_orders_work_order_id_fkey,FOREIGN KEY (work_order_id) REFERENCES work_orders(work_order_id) ON DELETE CASCADE
subcontractor_work_orders,subcontractor_work_orders_pkey,PRIMARY KEY (id)
subcontractor_work_orders,subcontractor_work_orders_status_check,"CHECK ((status = ANY (ARRAY['ASSIGNED'::text, 'IN_PROGRESS'::text, 'COMPLETED'::text])))"
subcontractor_work_orders,subcontractor_work_orders_subcontractor_id_fkey,FOREIGN KEY (subcontractor_id) REFERENCES subcontractors(id) ON DELETE CASCADE
subcontractor_documents,subcontractor_documents_pkey,PRIMARY KEY (id)
subcontractor_documents,subcontractor_documents_subcontractor_id_fkey,FOREIGN KEY (subcontractor_id) REFERENCES subcontractors(id) ON DELETE CASCADE
subcontractor_timesheets,subcontractor_timesheets_work_order_id_fkey,FOREIGN KEY (work_order_id) REFERENCES work_orders(work_order_id) ON DELETE CASCADE
subcontractor_timesheets,subcontractor_timesheets_pkey,PRIMARY KEY (id)
subcontractor_timesheets,subcontractor_timesheets_subcontractor_id_fkey,FOREIGN KEY (subcontractor_id) REFERENCES subcontractors(id) ON DELETE CASCADE
service_tags,service_tags_name_key,UNIQUE (name)
service_tags,service_tags_pkey,PRIMARY KEY (id)
company_service_tags,company_service_tags_company_id_service_tag_id_key,"UNIQUE (company_id, service_tag_id)"
company_service_tags,company_service_tags_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
company_service_tags,company_service_tags_service_tag_id_fkey,FOREIGN KEY (service_tag_id) REFERENCES service_tags(id) ON DELETE CASCADE
company_service_tags,company_service_tags_pkey,PRIMARY KEY (id)
inventory_serial_numbers,inventory_serial_numbers_inventory_item_id_fkey,FOREIGN KEY (inventory_item_id) REFERENCES inventory_items(id) ON DELETE CASCADE
inventory_serial_numbers,inventory_serial_numbers_pkey,PRIMARY KEY (id)
inventory_serial_numbers,inventory_serial_numbers_status_check,"CHECK ((status = ANY (ARRAY['available'::text, 'reserved'::text, 'sold'::text, 'returned'::text, 'scrapped'::text])))"
inventory_batches,inventory_batches_inventory_item_id_fkey,FOREIGN KEY (inventory_item_id) REFERENCES inventory_items(id) ON DELETE CASCADE
inventory_batches,inventory_batches_pkey,PRIMARY KEY (id)
inventory_scan_log,inventory_scan_log_inventory_item_id_fkey,FOREIGN KEY (inventory_item_id) REFERENCES inventory_items(id) ON DELETE SET NULL
inventory_scan_log,inventory_scan_log_scan_type_check,"CHECK ((scan_type = ANY (ARRAY['inbound'::text, 'outbound'::text, 'move'::text, 'adjustment'::text, 'count'::text])))"
inventory_scan_log,inventory_scan_log_scanned_by_fkey,FOREIGN KEY (scanned_by) REFERENCES users(id) ON DELETE SET NULL
inventory_scan_log,inventory_scan_log_pkey,PRIMARY KEY (id)
inventory_cycle_counts,inventory_cycle_counts_status_check,"CHECK ((status = ANY (ARRAY['scheduled'::text, 'in_progress'::text, 'completed'::text, 'cancelled'::text])))"
inventory_cycle_counts,inventory_cycle_counts_pkey,PRIMARY KEY (id)
inventory_cycle_counts,inventory_cycle_counts_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
inventory_cycle_count_items,inventory_cycle_count_items_cycle_count_id_fkey,FOREIGN KEY (cycle_count_id) REFERENCES inventory_cycle_counts(id) ON DELETE CASCADE
inventory_cycle_count_items,inventory_cycle_count_items_pkey,PRIMARY KEY (id)
inventory_cycle_count_items,inventory_cycle_count_items_inventory_item_id_fkey,FOREIGN KEY (inventory_item_id) REFERENCES inventory_items(id) ON DELETE CASCADE
default_expense_categories,default_expense_categories_pkey,PRIMARY KEY (id)
expense_reimbursements,expense_reimbursements_employee_id_fkey,FOREIGN KEY (employee_id) REFERENCES users(id) ON DELETE CASCADE
expense_reimbursements,expense_reimbursements_status_check,"CHECK ((status = ANY (ARRAY['PENDING'::text, 'APPROVED'::text, 'PAID'::text])))"
expense_reimbursements,expense_reimbursements_pkey,PRIMARY KEY (id)
expense_reimbursements,expense_reimbursements_expense_id_fkey,FOREIGN KEY (expense_id) REFERENCES expenses(id) ON DELETE CASCADE
expense_reimbursements,expense_reimbursements_method_check,"CHECK ((method = ANY (ARRAY['PAYROLL'::text, 'CHECK'::text, 'BANK_TRANSFER'::text])))"
reimbursement_requests,reimbursement_requests_pkey,PRIMARY KEY (id)
reimbursement_requests,reimbursement_requests_payment_method_check,"CHECK ((payment_method = ANY (ARRAY['PAYROLL'::text, 'CHECK'::text, 'BANK_TRANSFER'::text, 'PETTY_CASH'::text])))"
reimbursement_requests,reimbursement_requests_status_check,"CHECK ((status = ANY (ARRAY['DRAFT'::text, 'SUBMITTED'::text, 'UNDER_REVIEW'::text, 'APPROVED'::text, 'REJECTED'::text, 'PAID'::text])))"
reimbursement_requests,reimbursement_requests_approver_id_fkey,FOREIGN KEY (approver_id) REFERENCES users(id) ON DELETE SET NULL
reimbursement_requests,reimbursement_requests_reviewer_id_fkey,FOREIGN KEY (reviewer_id) REFERENCES users(id) ON DELETE SET NULL
reimbursement_requests,reimbursement_requests_employee_id_fkey,FOREIGN KEY (employee_id) REFERENCES users(id) ON DELETE CASCADE
reimbursement_requests,reimbursement_requests_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
reimbursement_requests,reimbursement_requests_request_number_key,UNIQUE (request_number)
job_assignments,job_assignments_role_check,"CHECK ((role = ANY (ARRAY['LEAD'::text, 'ASSISTANT'::text, 'APPRENTICE'::text])))"
job_assignments,job_assignments_employee_id_fkey,FOREIGN KEY (employee_id) REFERENCES employees(id) ON DELETE CASCADE
job_assignments,job_assignments_pkey,PRIMARY KEY (id)
job_assignments,job_assignments_work_order_id_fkey,FOREIGN KEY (work_order_id) REFERENCES work_orders(work_order_id) ON DELETE CASCADE
job_triggers,job_triggers_event_check,"CHECK ((event = ANY (ARRAY['ON_CREATE'::text, 'ON_ASSIGN'::text, 'ON_COMPLETE'::text, 'ON_INVOICE'::text])))"
job_triggers,job_triggers_action_check,"CHECK ((action = ANY (ARRAY['SEND_NOTIFICATION'::text, 'CHANGE_STATUS'::text, 'CREATE_INVOICE'::text])))"
job_triggers,job_triggers_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
job_triggers,job_triggers_pkey,PRIMARY KEY (id)
recurring_jobs,recurring_jobs_assigned_to_fkey,FOREIGN KEY (assigned_to) REFERENCES auth.users(id)
recurring_jobs,recurring_jobs_company_fk,FOREIGN KEY (company_id) REFERENCES companies(id)
recurring_jobs,recurring_jobs_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
recurring_jobs,recurring_jobs_frequency_check,"CHECK (((frequency)::text = ANY ((ARRAY['daily'::character varying, 'weekly'::character varying, 'monthly'::character varying, 'yearly'::character varying])::text[])))"
recurring_jobs,valid_frequency,"CHECK (((frequency)::text = ANY ((ARRAY['daily'::character varying, 'weekly'::character varying, 'monthly'::character varying, 'yearly'::character varying])::text[])))"
recurring_jobs,valid_interval,CHECK ((interval_value > 0))
recurring_jobs,valid_duration,CHECK ((duration_minutes > 0))
recurring_jobs,recurring_jobs_pkey,PRIMARY KEY (id)
recurring_jobs,recurring_jobs_customer_id_fkey,FOREIGN KEY (customer_id) REFERENCES customers(id)
route_optimizations,route_optimizations_company_fk,FOREIGN KEY (company_id) REFERENCES companies(id)
route_optimizations,route_optimizations_created_by_fkey,FOREIGN KEY (created_by) REFERENCES auth.users(id)
route_optimizations,route_optimizations_technician_id_fkey,FOREIGN KEY (technician_id) REFERENCES auth.users(id)
route_optimizations,route_optimizations_pkey,PRIMARY KEY (id)
notification_settings,one_setting_per_company,UNIQUE (company_id)
notification_settings,notification_settings_pkey,PRIMARY KEY (id)
notification_settings,notification_settings_company_fk,FOREIGN KEY (company_id) REFERENCES companies(id)
document_versions,document_versions_pkey,PRIMARY KEY (id)
document_versions,document_versions_document_id_fkey,FOREIGN KEY (document_id) REFERENCES documents(id) ON DELETE CASCADE
document_versions,document_versions_previous_version_id_fkey,FOREIGN KEY (previous_version_id) REFERENCES document_versions(id)
document_versions,document_versions_created_by_fkey,FOREIGN KEY (created_by) REFERENCES users(id) ON DELETE SET NULL
document_versions,document_versions_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
document_versions,document_versions_document_id_version_key,"UNIQUE (document_id, version)"
signature_requests,signature_requests_created_by_fkey,FOREIGN KEY (created_by) REFERENCES users(id) ON DELETE SET NULL
signature_requests,signature_requests_status_check,"CHECK ((status = ANY (ARRAY['sent'::text, 'viewed'::text, 'signed'::text, 'declined'::text, 'expired'::text])))"
signature_requests,signature_requests_pkey,PRIMARY KEY (id)
signature_requests,signature_requests_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
signature_requests,signature_requests_document_id_fkey,FOREIGN KEY (document_id) REFERENCES documents(id) ON DELETE CASCADE
document_workflows,document_workflows_document_id_fkey,FOREIGN KEY (document_id) REFERENCES documents(id) ON DELETE CASCADE
document_workflows,document_workflows_workflow_type_check,"CHECK ((workflow_type = ANY (ARRAY['approval'::text, 'review'::text, 'signature'::text, 'custom'::text])))"
document_workflows,document_workflows_approval_order_check,"CHECK ((approval_order = ANY (ARRAY['any'::text, 'sequential'::text, 'parallel'::text])))"
document_workflows,document_workflows_created_by_fkey,FOREIGN KEY (created_by) REFERENCES users(id) ON DELETE SET NULL
document_workflows,document_workflows_reminder_frequency_check,"CHECK ((reminder_frequency = ANY (ARRAY['none'::text, 'daily'::text, 'weekly'::text])))"
document_workflows,document_workflows_status_check,"CHECK ((status = ANY (ARRAY['pending'::text, 'in_progress'::text, 'approved'::text, 'rejected'::text, 'expired'::text])))"
document_workflows,document_workflows_pkey,PRIMARY KEY (id)
document_workflows,document_workflows_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
workflow_approvals,workflow_approvals_workflow_id_fkey,FOREIGN KEY (workflow_id) REFERENCES document_workflows(id) ON DELETE CASCADE
workflow_approvals,workflow_approvals_approver_user_id_fkey,FOREIGN KEY (approver_user_id) REFERENCES users(id) ON DELETE SET NULL
workflow_approvals,workflow_approvals_pkey,PRIMARY KEY (id)
workflow_approvals,workflow_approvals_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
workflow_approvals,workflow_approvals_status_check,"CHECK ((status = ANY (ARRAY['pending'::text, 'approved'::text, 'rejected'::text, 'delegated'::text])))"
document_access_log,document_access_log_action_check,"CHECK ((action = ANY (ARRAY['view'::text, 'download'::text, 'edit'::text, 'delete'::text, 'share'::text, 'sign'::text])))"
document_access_log,document_access_log_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
document_access_log,document_access_log_document_id_fkey,FOREIGN KEY (document_id) REFERENCES documents(id) ON DELETE CASCADE
document_access_log,document_access_log_user_id_fkey,FOREIGN KEY (user_id) REFERENCES users(id) ON DELETE SET NULL
document_access_log,document_access_log_pkey,PRIMARY KEY (id)
lead_sources,lead_sources_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
lead_sources,lead_sources_pkey,PRIMARY KEY (id)
leads,leads_assigned_to_fkey,FOREIGN KEY (assigned_to) REFERENCES users(id) ON DELETE SET NULL
leads,leads_status_check,"CHECK ((status = ANY (ARRAY['NEW'::text, 'CONTACTED'::text, 'QUALIFIED'::text, 'LOST'::text])))"
leads,leads_pkey,PRIMARY KEY (id)
leads,leads_lead_source_id_fkey,FOREIGN KEY (lead_source_id) REFERENCES lead_sources(id) ON DELETE SET NULL
leads,leads_customer_id_fkey,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE SET NULL
leads,leads_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
opportunities,opportunities_pkey,PRIMARY KEY (id)
opportunities,opportunities_work_order_id_fkey,FOREIGN KEY (work_order_id) REFERENCES work_orders(work_order_id) ON DELETE SET NULL
opportunities,opportunities_customer_id_fkey,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE SET NULL
opportunities,opportunities_probability_check,CHECK (((probability >= (0)::numeric) AND (probability <= (100)::numeric)))
opportunities,opportunities_lead_id_fkey,FOREIGN KEY (lead_id) REFERENCES leads(id) ON DELETE SET NULL
opportunities,opportunities_company_id_fkey,FOREIGN KEY (company_id) REFERENCES companies(id) ON DELETE CASCADE
opportunities,opportunities_stage_check,"CHECK ((stage = ANY (ARRAY['QUALIFICATION'::text, 'PROPOSAL'::text, 'NEGOTIATION'::text, 'CLOSED_WON'::text, 'CLOSED_LOST'::text])))"
sales_activities,sales_activities_lead_id_fkey,FOREIGN KEY (lead_id) REFERENCES leads(id) ON DELETE CASCADE
sales_activities,sales_activities_opportunity_id_fkey,FOREIGN KEY (opportunity_id) REFERENCES opportunities(id) ON DELETE CASCADE
