table_name,constraint_type,constraint_name,column_name,foreign_table,foreign_column
quote_analytics,FOREIGN KEY,quote_analytics_work_order_id_fkey,work_order_id,work_orders,id
quote_analytics,PRIMARY KEY,quote_analytics_pkey,id,quote_analytics,id
quote_approval_workflows,CHECK,2200_22838_1_not_null,null,null,null
quote_approval_workflows,CHECK,2200_22838_2_not_null,null,null,null
quote_approval_workflows,CHECK,2200_22838_3_not_null,null,null,null
quote_approval_workflows,CHECK,2200_22838_4_not_null,null,null,null
quote_approval_workflows,CHECK,2200_22838_7_not_null,null,null,null
quote_approval_workflows,CHECK,quote_approval_workflows_overall_status_check,null,quote_approval_workflows,overall_status
quote_approval_workflows,FOREIGN KEY,quote_approval_workflows_approver_user_id_fkey,approver_user_id,profiles,id
quote_approval_workflows,FOREIGN KEY,quote_approval_workflows_company_id_fkey,company_id,companies,id
quote_approval_workflows,FOREIGN KEY,quote_approval_workflows_escalated_to_fkey,escalated_to,profiles,id
quote_approval_workflows,FOREIGN KEY,quote_approval_workflows_work_order_id_fkey,work_order_id,work_orders,id
quote_approval_workflows,PRIMARY KEY,quote_approval_workflows_pkey,id,quote_approval_workflows,id
quote_approvals,CHECK,2200_23394_1_not_null,null,null,null
quote_approvals,CHECK,quote_approvals_status_check,null,quote_approvals,status
quote_approvals,FOREIGN KEY,quote_approvals_approver_id_fkey,approver_id,profiles,id
quote_approvals,FOREIGN KEY,quote_approvals_company_id_fkey,company_id,companies,id
quote_approvals,FOREIGN KEY,quote_approvals_work_order_id_fkey,work_order_id,work_orders,id
quote_approvals,PRIMARY KEY,quote_approvals_pkey,id,quote_approvals,id
quote_defaults,CHECK,2200_23516_1_not_null,null,null,null
quote_defaults,FOREIGN KEY,quote_defaults_company_id_fkey,company_id,companies,id
quote_defaults,PRIMARY KEY,quote_defaults_pkey,id,quote_defaults,id
quote_defaults,UNIQUE,quote_defaults_company_id_key,company_id,quote_defaults,company_id
quote_deliveries,CHECK,2200_24167_16_not_null,null,null,null
quote_deliveries,CHECK,2200_24167_19_not_null,null,null,null
quote_deliveries,CHECK,2200_24167_1_not_null,null,null,null
quote_deliveries,CHECK,2200_24167_20_not_null,null,null,null
quote_deliveries,CHECK,2200_24167_2_not_null,null,null,null
quote_deliveries,CHECK,2200_24167_3_not_null,null,null,null
quote_deliveries,CHECK,2200_24167_4_not_null,null,null,null
quote_deliveries,CHECK,2200_24167_7_not_null,null,null,null
quote_deliveries,CHECK,quote_deliveries_delivery_method_check,null,quote_deliveries,delivery_method
quote_deliveries,CHECK,quote_deliveries_delivery_status_check,null,quote_deliveries,delivery_status
quote_deliveries,FOREIGN KEY,quote_deliveries_company_id_fkey,company_id,companies,id
quote_deliveries,FOREIGN KEY,quote_deliveries_sent_by_fkey,sent_by,profiles,id
quote_deliveries,FOREIGN KEY,quote_deliveries_work_order_id_fkey,work_order_id,work_orders,id
quote_deliveries,PRIMARY KEY,quote_deliveries_pkey,id,quote_deliveries,id
quote_follow_ups,CHECK,2200_23425_1_not_null,null,null,null
quote_follow_ups,CHECK,2200_23425_5_not_null,null,null,null
quote_follow_ups,CHECK,quote_follow_ups_follow_up_type_check,null,quote_follow_ups,follow_up_type
quote_follow_ups,CHECK,quote_follow_ups_outcome_check,null,quote_follow_ups,outcome
quote_follow_ups,CHECK,quote_follow_ups_status_check,null,quote_follow_ups,status
quote_follow_ups,FOREIGN KEY,quote_follow_ups_assigned_to_fkey,assigned_to,profiles,id
quote_follow_ups,FOREIGN KEY,quote_follow_ups_company_id_fkey,company_id,companies,id
quote_follow_ups,FOREIGN KEY,quote_follow_ups_work_order_id_fkey,work_order_id,work_orders,id
quote_follow_ups,PRIMARY KEY,quote_follow_ups_pkey,id,quote_follow_ups,id
quote_responses,CHECK,2200_24257_13_not_null,null,null,null
quote_responses,CHECK,2200_24257_16_not_null,null,null,null
quote_responses,CHECK,2200_24257_1_not_null,null,null,null
quote_responses,CHECK,2200_24257_2_not_null,null,null,null
quote_responses,CHECK,2200_24257_3_not_null,null,null,null
quote_responses,CHECK,2200_24257_4_not_null,null,null,null
quote_responses,CHECK,quote_responses_rejection_category_check,null,quote_responses,rejection_category
quote_responses,CHECK,quote_responses_response_type_check,null,quote_responses,response_type
quote_responses,FOREIGN KEY,quote_responses_company_id_fkey,company_id,companies,id
quote_responses,FOREIGN KEY,quote_responses_work_order_id_fkey,work_order_id,work_orders,id
quote_responses,PRIMARY KEY,quote_responses_pkey,id,quote_responses,id
quote_template_items,CHECK,2200_23376_1_not_null,null,null,null
quote_template_items,CHECK,2200_23376_3_not_null,null,null,null
quote_template_items,CHECK,2200_23376_4_not_null,null,null,null
quote_template_items,CHECK,2200_23376_6_not_null,null,null,null
quote_template_items,FOREIGN KEY,quote_template_items_template_id_fkey,template_id,quote_templates,id
quote_template_items,PRIMARY KEY,quote_template_items_pkey,id,quote_template_items,id
quote_templates,CHECK,2200_23349_1_not_null,null,null,null
quote_templates,CHECK,2200_23349_3_not_null,null,null,null
quote_templates,FOREIGN KEY,quote_templates_company_id_fkey,company_id,companies,id
quote_templates,FOREIGN KEY,quote_templates_created_by_fkey,created_by,profiles,id
quote_templates,PRIMARY KEY,quote_templates_pkey,id,quote_templates,id
rate_cards,CHECK,2200_20736_13_not_null,null,null,null
rate_cards,CHECK,2200_20736_1_not_null,null,null,null
rate_cards,CHECK,2200_20736_2_not_null,null,null,null
rate_cards,CHECK,2200_20736_3_not_null,null,null,null
rate_cards,CHECK,2200_20736_4_not_null,null,null,null
rate_cards,CHECK,2200_20736_5_not_null,null,null,null
rate_cards,CHECK,2200_20736_7_not_null,null,null,null
rate_cards,CHECK,2200_20736_8_not_null,null,null,null
rate_cards,CHECK,rate_cards_unit_type_check,null,rate_cards,unit_type
rate_cards,FOREIGN KEY,rate_cards_company_id_fkey,company_id,companies,id
rate_cards,FOREIGN KEY,rate_cards_service_category_id_fkey,service_category_id,service_categories,id
rate_cards,FOREIGN KEY,rate_cards_service_type_id_fkey,service_type_id,service_types,id
rate_cards,PRIMARY KEY,rate_cards_pkey,id,rate_cards,id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,service_type_id,rate_cards,company_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,service_category_id,rate_cards,service_type_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,service_category_id,rate_cards,service_category_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,service_category_id,rate_cards,name
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,service_category_id,rate_cards,company_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,company_id,rate_cards,service_type_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,company_id,rate_cards,service_category_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,name,rate_cards,service_category_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,company_id,rate_cards,name
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,company_id,rate_cards,company_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,name,rate_cards,name
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,name,rate_cards,company_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,service_type_id,rate_cards,service_category_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,service_type_id,rate_cards,name
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,name,rate_cards,service_type_id
rate_cards,UNIQUE,rate_cards_company_id_service_category_id_service_type_id_n_key,service_type_id,rate_cards,service_type_id
recurring_schedules,CHECK,2200_23859_11_not_null,null,null,null
recurring_schedules,CHECK,2200_23859_1_not_null,null,null,null
recurring_schedules,CHECK,2200_23859_4_not_null,null,null,null
recurring_schedules,CHECK,recurring_schedules_frequency_check,null,recurring_schedules,frequency
recurring_schedules,CHECK,recurring_schedules_status_check,null,recurring_schedules,status
recurring_schedules,FOREIGN KEY,recurring_schedules_assigned_to_fkey,assigned_to,employees,id
recurring_schedules,FOREIGN KEY,recurring_schedules_company_id_fkey,company_id,companies,id
recurring_schedules,FOREIGN KEY,recurring_schedules_customer_id_fkey,customer_id,customers,id
recurring_schedules,FOREIGN KEY,recurring_schedules_service_type_id_fkey,service_type_id,service_types,id
recurring_schedules,PRIMARY KEY,recurring_schedules_pkey,id,recurring_schedules,id
schedule_events,CHECK,2200_18189_1_not_null,null,null,null
schedule_events,CHECK,2200_18189_5_not_null,null,null,null
schedule_events,CHECK,2200_18189_7_not_null,null,null,null
schedule_events,CHECK,2200_18189_8_not_null,null,null,null
schedule_events,CHECK,chk_schedule_times,null,schedule_events,end_time
schedule_events,CHECK,chk_schedule_times,null,schedule_events,start_time
schedule_events,CHECK,schedule_events_status_check,null,schedule_events,status
schedule_events,FOREIGN KEY,schedule_events_company_id_fkey,company_id,companies,id
schedule_events,FOREIGN KEY,schedule_events_user_id_fkey,user_id,users,id
schedule_events,FOREIGN KEY,schedule_events_work_order_id_fkey,work_order_id,work_orders,id
schedule_events,PRIMARY KEY,schedule_events_pkey,id,schedule_events,id
service_address_tax_rates,CHECK,2200_25653_1_not_null,null,null,null
service_address_tax_rates,CHECK,2200_25653_2_not_null,null,null,null
service_address_tax_rates,CHECK,2200_25653_3_not_null,null,null,null
service_address_tax_rates,CHECK,2200_25653_9_not_null,null,null,null
service_address_tax_rates,CHECK,chk_combined_rate_valid,null,service_address_tax_rates,combined_rate
service_address_tax_rates,FOREIGN KEY,service_address_tax_rates_company_id_fkey,company_id,companies,id
service_address_tax_rates,PRIMARY KEY,service_address_tax_rates_pkey,id,service_address_tax_rates,id
service_agreements,CHECK,2200_22943_1_not_null,null,null,null
service_agreements,CHECK,2200_22943_2_not_null,null,null,null
service_agreements,CHECK,2200_22943_3_not_null,null,null,null
service_agreements,CHECK,2200_22943_4_not_null,null,null,null
service_agreements,CHECK,2200_22943_5_not_null,null,null,null
service_agreements,CHECK,2200_22943_7_not_null,null,null,null
service_agreements,CHECK,2200_22943_9_not_null,null,null,null
service_agreements,CHECK,chk_contract_value_positive,null,service_agreements,contract_value
service_agreements,CHECK,chk_end_date_after_start,null,service_agreements,end_date
service_agreements,CHECK,chk_end_date_after_start,null,service_agreements,start_date
service_agreements,CHECK,chk_renewal_period_positive,null,service_agreements,renewal_period_months
service_agreements,CHECK,service_agreements_agreement_type_check,null,service_agreements,agreement_type
service_agreements,CHECK,service_agreements_billing_frequency_check,null,service_agreements,billing_frequency
service_agreements,CHECK,service_agreements_service_frequency_check,null,service_agreements,service_frequency
service_agreements,CHECK,service_agreements_status_check,null,service_agreements,status
service_agreements,FOREIGN KEY,service_agreements_company_id_fkey,company_id,companies,id
service_agreements,FOREIGN KEY,service_agreements_created_by_fkey,created_by,profiles,id
service_agreements,FOREIGN KEY,service_agreements_customer_id_fkey,customer_id,customers,id
service_agreements,PRIMARY KEY,service_agreements_pkey,id,service_agreements,id
service_agreements,UNIQUE,unique_agreement_number_per_company,agreement_number,service_agreements,company_id
service_agreements,UNIQUE,unique_agreement_number_per_company,agreement_number,service_agreements,agreement_number
service_agreements,UNIQUE,unique_agreement_number_per_company,company_id,service_agreements,agreement_number
service_agreements,UNIQUE,unique_agreement_number_per_company,company_id,service_agreements,company_id
service_categories,CHECK,2200_18040_1_not_null,null,null,null
service_categories,CHECK,2200_18040_3_not_null,null,null,null
service_categories,FOREIGN KEY,service_categories_company_id_fkey,company_id,companies,id
service_categories,PRIMARY KEY,service_categories_pkey,id,service_categories,id
service_categories,UNIQUE,service_categories_company_id_name_key,name,service_categories,company_id
service_categories,UNIQUE,service_categories_company_id_name_key,company_id,service_categories,name
service_categories,UNIQUE,service_categories_company_id_name_key,company_id,service_categories,company_id
service_categories,UNIQUE,service_categories_company_id_name_key,name,service_categories,name
service_types,CHECK,2200_18059_1_not_null,null,null,null
service_types,CHECK,2200_18059_3_not_null,null,null,null
service_types,FOREIGN KEY,service_types_category_id_fkey,category_id,service_categories,id
service_types,PRIMARY KEY,service_types_pkey,id,service_types,id
subscriptions,CHECK,2200_17895_1_not_null,null,null,null
subscriptions,CHECK,subscriptions_status_check,null,subscriptions,status
subscriptions,FOREIGN KEY,subscriptions_billing_plan_id_fkey,billing_plan_id,billing_plans,id
subscriptions,FOREIGN KEY,subscriptions_company_id_fkey,company_id,companies,id
subscriptions,PRIMARY KEY,subscriptions_pkey,id,subscriptions,id
tax_exemptions,CHECK,2200_25620_1_not_null,null,null,null
tax_exemptions,CHECK,2200_25620_2_not_null,null,null,null
tax_exemptions,CHECK,2200_25620_3_not_null,null,null,null
tax_exemptions,CHECK,chk_exemption_dates_valid,null,tax_exemptions,expiration_date
tax_exemptions,CHECK,chk_exemption_dates_valid,null,tax_exemptions,issue_date
tax_exemptions,FOREIGN KEY,tax_exemptions_created_by_fkey,created_by,null,null
tax_exemptions,FOREIGN KEY,tax_exemptions_customer_id_fkey,customer_id,customers,id
tax_exemptions,FOREIGN KEY,tax_exemptions_verified_by_fkey,verified_by,null,null
tax_exemptions,PRIMARY KEY,tax_exemptions_pkey,id,tax_exemptions,id
tax_jurisdictions,CHECK,2200_25589_1_not_null,null,null,null
tax_jurisdictions,CHECK,2200_25589_2_not_null,null,null,null
tax_jurisdictions,CHECK,2200_25589_3_not_null,null,null,null
tax_jurisdictions,CHECK,2200_25589_4_not_null,null,null,null
tax_jurisdictions,CHECK,2200_25589_5_not_null,null,null,null
tax_jurisdictions,CHECK,chk_dates_valid,null,tax_jurisdictions,effective_date
tax_jurisdictions,CHECK,chk_dates_valid,null,tax_jurisdictions,expiration_date
tax_jurisdictions,CHECK,chk_tax_rate_valid,null,tax_jurisdictions,tax_rate
tax_jurisdictions,CHECK,tax_jurisdictions_tax_rate_check,null,tax_jurisdictions,tax_rate
tax_jurisdictions,FOREIGN KEY,tax_jurisdictions_company_id_fkey,company_id,companies,id
tax_jurisdictions,FOREIGN KEY,tax_jurisdictions_created_by_fkey,created_by,null,null
tax_jurisdictions,PRIMARY KEY,tax_jurisdictions_pkey,id,tax_jurisdictions,id
taxes,CHECK,2200_18366_1_not_null,null,null,null
taxes,CHECK,2200_18366_3_not_null,null,null,null
taxes,CHECK,2200_18366_5_not_null,null,null,null
taxes,CHECK,taxes_rate_check,null,taxes,rate
taxes,FOREIGN KEY,taxes_company_id_fkey,company_id,companies,id
taxes,PRIMARY KEY,taxes_pkey,id,taxes,id
taxes,UNIQUE,taxes_company_id_name_key,company_id,taxes,name
taxes,UNIQUE,taxes_company_id_name_key,company_id,taxes,company_id
taxes,UNIQUE,taxes_company_id_name_key,name,taxes,company_id
taxes,UNIQUE,taxes_company_id_name_key,name,taxes,name
tools,CHECK,2200_18676_1_not_null,null,null,null
tools,CHECK,2200_18676_3_not_null,null,null,null
tools,CHECK,2200_18676_4_not_null,null,null,null
tools,FOREIGN KEY,tools_assigned_to_fkey,assigned_to,users,id
tools,FOREIGN KEY,tools_company_id_fkey,company_id,companies,id
tools,PRIMARY KEY,tools_pkey,id,tools,id
tools,UNIQUE,tools_tool_number_key,tool_number,tools,tool_number
user_activity_log,CHECK,2200_25553_1_not_null,null,null,null
user_activity_log,CHECK,2200_25553_2_not_null,null,null,null
user_activity_log,CHECK,2200_25553_3_not_null,null,null,null
user_activity_log,CHECK,2200_25553_4_not_null,null,null,null
user_activity_log,FOREIGN KEY,user_activity_log_company_id_fkey,company_id,companies,id
user_activity_log,FOREIGN KEY,user_activity_log_user_id_fkey,user_id,users,id
user_activity_log,PRIMARY KEY,user_activity_log_pkey,id,user_activity_log,id
user_dashboard_settings,CHECK,2200_19152_1_not_null,null,null,null
user_dashboard_settings,CHECK,2200_19152_2_not_null,null,null,null
user_dashboard_settings,FOREIGN KEY,user_dashboard_settings_user_id_fkey,user_id,users,id
user_dashboard_settings,PRIMARY KEY,user_dashboard_settings_pkey,id,user_dashboard_settings,id
user_dashboard_settings,UNIQUE,user_dashboard_settings_user_id_key,user_id,user_dashboard_settings,user_id
user_sessions,CHECK,2200_25530_1_not_null,null,null,null
user_sessions,CHECK,2200_25530_2_not_null,null,null,null
user_sessions,CHECK,2200_25530_3_not_null,null,null,null
user_sessions,FOREIGN KEY,user_sessions_user_id_fkey,user_id,users,id
user_sessions,PRIMARY KEY,user_sessions_pkey,id,user_sessions,id
user_sessions,UNIQUE,user_sessions_session_token_key,session_token,user_sessions,session_token
users,CHECK,2200_17781_1_not_null,null,null,null
users,CHECK,2200_17781_4_not_null,null,null,null
users,CHECK,2200_17781_5_not_null,null,null,null
users,FOREIGN KEY,fk_users_company,company_id,companies,id
users,FOREIGN KEY,users_auth_user_id_fkey,auth_user_id,null,null
users,PRIMARY KEY,users_pkey,id,users,id
users,PRIMARY KEY,users_pkey,id,users,id
users,UNIQUE,users_company_id_auth_user_id_key,company_id,users,company_id
users,UNIQUE,users_company_id_auth_user_id_key,auth_user_id,users,company_id
users,UNIQUE,users_company_id_auth_user_id_key,auth_user_id,users,auth_user_id
users,UNIQUE,users_company_id_auth_user_id_key,company_id,users,auth_user_id
vendors,CHECK,2200_18590_1_not_null,null,null,null
vendors,CHECK,2200_18590_3_not_null,null,null,null
vendors,CHECK,2200_18590_4_not_null,null,null,null
vendors,CHECK,vendors_email_check,null,vendors,email
vendors,CHECK,vendors_phone_check,null,vendors,phone
vendors,CHECK,vendors_website_check,null,vendors,website
vendors,FOREIGN KEY,vendors_company_id_fkey,company_id,companies,id
vendors,PRIMARY KEY,vendors_pkey,id,vendors,id
vendors,UNIQUE,vendors_vendor_number_key,vendor_number,vendors,vendor_number
work_order_attachments,CHECK,2200_18148_1_not_null,null,null,null
work_order_attachments,CHECK,2200_18148_3_not_null,null,null,null
work_order_attachments,CHECK,2200_18148_4_not_null,null,null,null
work_order_attachments,FOREIGN KEY,work_order_attachments_uploaded_by_fkey,uploaded_by,users,id
work_order_attachments,FOREIGN KEY,work_order_attachments_work_order_id_fkey,work_order_id,work_orders,id
work_order_attachments,PRIMARY KEY,work_order_attachments_pkey,id,work_order_attachments,id
work_order_line_items,CHECK,2200_18130_1_not_null,null,null,null
work_order_line_items,CHECK,2200_18130_3_not_null,null,null,null
work_order_line_items,CHECK,2200_18130_4_not_null,null,null,null
work_order_line_items,CHECK,2200_18130_6_not_null,null,null,null
work_order_line_items,CHECK,chk_work_order_line_items_quantity_positive,null,work_order_line_items,quantity
work_order_line_items,CHECK,chk_work_order_line_items_total_calculation,null,work_order_line_items,total_price
work_order_line_items,CHECK,chk_work_order_line_items_total_calculation,null,work_order_line_items,quantity
work_order_line_items,CHECK,chk_work_order_line_items_total_calculation,null,work_order_line_items,unit_price
work_order_line_items,CHECK,chk_work_order_line_items_unit_price_non_negative,null,work_order_line_items,unit_price
work_order_line_items,FOREIGN KEY,work_order_line_items_work_order_id_fkey,work_order_id,work_orders,id
work_order_line_items,PRIMARY KEY,work_order_line_items_pkey,id,work_order_line_items,id
work_order_notes,CHECK,2200_18167_1_not_null,null,null,null
work_order_notes,CHECK,2200_18167_5_not_null,null,null,null
work_order_notes,CHECK,work_order_notes_note_type_check,null,work_order_notes,note_type
work_order_notes,FOREIGN KEY,work_order_notes_user_id_fkey,user_id,users,id
work_order_notes,FOREIGN KEY,work_order_notes_work_order_id_fkey,work_order_id,work_orders,id
work_order_notes,PRIMARY KEY,work_order_notes_pkey,id,work_order_notes,id
work_order_products,CHECK,2200_23800_1_not_null,null,null,null
work_order_products,CHECK,2200_23800_5_not_null,null,null,null
work_order_products,CHECK,work_order_products_status_check,null,work_order_products,status
work_order_products,FOREIGN KEY,work_order_products_company_id_fkey,company_id,companies,id
work_order_products,FOREIGN KEY,work_order_products_inventory_item_id_fkey,inventory_item_id,inventory_items,id
work_order_products,FOREIGN KEY,work_order_products_work_order_id_fkey,work_order_id,work_orders,id
work_order_products,PRIMARY KEY,work_order_products_pkey,id,work_order_products,id
work_order_services,CHECK,2200_23827_1_not_null,null,null,null
work_order_services,CHECK,2200_23827_4_not_null,null,null,null
work_order_services,CHECK,work_order_services_status_check,null,work_order_services,status
work_order_services,FOREIGN KEY,work_order_services_company_id_fkey,company_id,companies,id
work_order_services,FOREIGN KEY,work_order_services_employee_id_fkey,employee_id,employees,id
work_order_services,FOREIGN KEY,work_order_services_service_type_id_fkey,service_type_id,service_types,id
work_order_services,FOREIGN KEY,work_order_services_work_order_id_fkey,work_order_id,work_orders,id
work_order_services,PRIMARY KEY,work_order_services_pkey,id,work_order_services,id
work_order_tasks,CHECK,2200_23772_1_not_null,null,null,null
work_order_tasks,CHECK,2200_23772_4_not_null,null,null,null
work_order_tasks,CHECK,work_order_tasks_status_check,null,work_order_tasks,status
work_order_tasks,FOREIGN KEY,work_order_tasks_assigned_to_fkey,assigned_to,employees,id
work_order_tasks,FOREIGN KEY,work_order_tasks_company_id_fkey,company_id,companies,id
work_order_tasks,FOREIGN KEY,work_order_tasks_work_order_id_fkey,work_order_id,work_orders,id
work_order_tasks,PRIMARY KEY,work_order_tasks_pkey,id,work_order_tasks,id
work_orders,CHECK,2200_18077_10_not_null,null,null,null
work_orders,CHECK,2200_18077_1_not_null,null,null,null
work_orders,CHECK,2200_18077_3_not_null,null,null,null
work_orders,CHECK,chk_actual_times,null,work_orders,actual_start
work_orders,CHECK,chk_actual_times,null,work_orders,actual_end
work_orders,CHECK,chk_scheduled_times,null,work_orders,scheduled_start
work_orders,CHECK,chk_scheduled_times,null,work_orders,scheduled_end
work_orders,CHECK,chk_work_orders_actual_dates,null,work_orders,actual_end
work_orders,CHECK,chk_work_orders_actual_dates,null,work_orders,actual_start
work_orders,CHECK,chk_work_orders_amounts_positive,null,work_orders,total_amount
work_orders,CHECK,chk_work_orders_amounts_positive,null,work_orders,tax_amount
work_orders,CHECK,chk_work_orders_amounts_positive,null,work_orders,subtotal
work_orders,CHECK,chk_work_orders_scheduled_dates,null,work_orders,scheduled_start
work_orders,CHECK,chk_work_orders_scheduled_dates,null,work_orders,scheduled_end
work_orders,CHECK,chk_work_orders_total_calculation,null,work_orders,subtotal
work_orders,CHECK,chk_work_orders_total_calculation,null,work_orders,tax_amount
work_orders,CHECK,chk_work_orders_total_calculation,null,work_orders,total_amount
work_orders,CHECK,work_orders_approval_method_check,null,work_orders,approval_method
work_orders,CHECK,work_orders_service_location_type_check,null,work_orders,service_location_type
work_orders,CHECK,work_orders_urgency_level_check,null,work_orders,urgency_level
work_orders,FOREIGN KEY,work_orders_assigned_technician_id_fkey,assigned_technician_id,profiles,id
work_orders,FOREIGN KEY,work_orders_assigned_to_fkey,assigned_to,users,id
work_orders,FOREIGN KEY,work_orders_company_id_fkey,company_id,companies,id
work_orders,FOREIGN KEY,work_orders_created_by_fkey,created_by,users,id
work_orders,FOREIGN KEY,work_orders_customer_address_id_fkey,customer_address_id,customer_addresses,id
work_orders,FOREIGN KEY,work_orders_customer_equipment_id_fkey,customer_equipment_id,customer_equipment,id
work_orders,FOREIGN KEY,work_orders_customer_id_fkey,customer_id,customers,id
work_orders,FOREIGN KEY,work_orders_quote_parent_id_fkey,quote_parent_id,work_orders,id
work_orders,FOREIGN KEY,work_orders_service_address_id_fkey,service_address_id,service_address_tax_rates,id
work_orders,FOREIGN KEY,work_orders_service_category_id_fkey,service_category_id,service_categories,id
work_orders,FOREIGN KEY,work_orders_service_type_id_fkey,service_type_id,service_types,id
work_orders,FOREIGN KEY,work_orders_tax_exemption_id_fkey,tax_exemption_id,tax_exemptions,id
work_orders,PRIMARY KEY,work_orders_pkey,id,work_orders,id
work_orders,UNIQUE,work_orders_work_order_number_key,work_order_number,work_orders,work_order_number
work_settings,CHECK,2200_20990_1_not_null,null,null,null
work_settings,CHECK,2200_20990_2_not_null,null,null,null
work_settings,FOREIGN KEY,work_settings_company_id_fkey,company_id,companies,id
work_settings,PRIMARY KEY,work_settings_pkey,id,work_settings,id
work_settings,UNIQUE,work_settings_company_id_key,company_id,work_settings,company_id
